uuid,name,latitude,longitude,area,isOnline,imageUrl
3576217a-82e8-4f2a-854f-3de97ef37362,BQE  @ Pearl St,40.701273,-73.987712,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/3576217a-82e8-4f2a-854f-3de97ef37362/image
e64ec820-69c4-4cc9-b573-4d7d66c4a7eb,Atlantic Ave @ Boerum Pl,40.689102,-73.990748,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/e64ec820-69c4-4cc9-b573-4d7d66c4a7eb/image
67f77766-bd19-4082-adeb-88d59866c490,Long Island Expy @ QMT @ Pulaski Br,40.74148,-73.9509,Queens,true,https://webcams.nyctmc.org/api/cameras/67f77766-bd19-4082-adeb-88d59866c490/image
a409e9bd-6a0f-4cdc-81d8-290d5709dc74,FDR @ 38 St,40.7458,-73.9705,Manhattan,true,https://webcams.nyctmc.org/api/cameras/a409e9bd-6a0f-4cdc-81d8-290d5709dc74/image
9cc8495e-aeee-4759-adba-5a6bf5efd4b9,3 Ave @ 23 St,40.7388335617157,-73.9831563349364,Manhattan,true,https://webcams.nyctmc.org/api/cameras/9cc8495e-aeee-4759-adba-5a6bf5efd4b9/image
0ccf3a51-8981-4e03-92a9-00b1c59f0b9b,BB-24 South Rdwy @ Above South St,40.708186,-73.999623,Manhattan,true,https://webcams.nyctmc.org/api/cameras/0ccf3a51-8981-4e03-92a9-00b1c59f0b9b/image
07f88e60-2b93-4bba-9784-8cac3c9b7f52,C3-SIE-02-EB_at_WSE_Int-Ex3,40.622323,-74.174917,Staten Island,true,https://webcams.nyctmc.org/api/cameras/07f88e60-2b93-4bba-9784-8cac3c9b7f52/image
a0d4d925-37f5-45f4-b25a-a65c6577c008,BB-47 North Rdwy @ West of Bklyn Twr,40.705446,-73.9959166,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/a0d4d925-37f5-45f4-b25a-a65c6577c008/image
09b1235e-d2d1-4451-83a5-5a1c3ec280aa,St Nicholas Ave @ 145 St,40.824429,-73.944747,Manhattan,true,https://webcams.nyctmc.org/api/cameras/09b1235e-d2d1-4451-83a5-5a1c3ec280aa/image
155b2bff-5dd2-4109-bd10-e098376c8476,FDR Dr @ 96 Street,40.7821012323438,-73.9436960220336,Manhattan,true,https://webcams.nyctmc.org/api/cameras/155b2bff-5dd2-4109-bd10-e098376c8476/image
abda729c-9f02-4ecf-b164-228b1528cfac,Queens Blvd @ Skillman,40.7460324,-73.9344491,Queens,true,https://webcams.nyctmc.org/api/cameras/abda729c-9f02-4ecf-b164-228b1528cfac/image
2be7f4d2-3a72-45ba-95ad-b526643ef248,West Street @ Intrepid,40.763103,-73.999643,Manhattan,true,https://webcams.nyctmc.org/api/cameras/2be7f4d2-3a72-45ba-95ad-b526643ef248/image
16d86749-6ec5-4594-8ccc-56c9507fedc3,Rockaway Blvd @ S. Conduit Ave,40.6668,-73.779833,Queens,true,https://webcams.nyctmc.org/api/cameras/16d86749-6ec5-4594-8ccc-56c9507fedc3/image
279720e5-7db3-4143-9608-531cfc50dc25,College Point Blvd @ 35 Ave,40.763583,-73.836038,Queens,true,https://webcams.nyctmc.org/api/cameras/279720e5-7db3-4143-9608-531cfc50dc25/image
572b1058-c33a-4de2-8f35-0f3e9e92bc33,CBX @ Morris Ave & 174th ST,40.844785,-73.909282,Bronx,true,https://webcams.nyctmc.org/api/cameras/572b1058-c33a-4de2-8f35-0f3e9e92bc33/image
1b3248f9-f26e-4f36-943f-b7a7731595fb,QBB @ Crescent St,40.750889,-73.940613,Queens,true,https://webcams.nyctmc.org/api/cameras/1b3248f9-f26e-4f36-943f-b7a7731595fb/image
0ed1503d-23fc-4102-ada3-5d647a7b20cb,Metropolitan Ave @ Marcy Ave,40.714062,-73.954333,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/0ed1503d-23fc-4102-ada3-5d647a7b20cb/image
0ff541bf-1be1-4bbf-88c5-3a570541e7d2,Father Capodanno Blvd @ Sands LN,40.590366,-74.066659,Staten Island,true,https://webcams.nyctmc.org/api/cameras/0ff541bf-1be1-4bbf-88c5-3a570541e7d2/image
111e79a9-eb5a-44d0-b062-481ac0a81901,Belt Pkwy @ Plumb 3 St,40.585,-73.9288,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/111e79a9-eb5a-44d0-b062-481ac0a81901/image
a454105b-8f59-4d96-a656-9a2d29f1353d,WBB-1 @ Bklyn Plaza,40.7096293581722,-73.9597463607788,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/a454105b-8f59-4d96-a656-9a2d29f1353d/image
073df904-1699-4b0d-b779-d3a95305e4fd,C1-BRE-08-NB_at_Waterbury_Ave-Ex7B,40.838087,-73.824953,Bronx,true,https://webcams.nyctmc.org/api/cameras/073df904-1699-4b0d-b779-d3a95305e4fd/image
ac9ea7e9-4ab8-4188-be33-40266bcf9378,2 AVE @ 86 St,40.77787,-73.9518,Manhattan,true,https://webcams.nyctmc.org/api/cameras/ac9ea7e9-4ab8-4188-be33-40266bcf9378/image
1572a83a-0a4f-4a7b-84a0-fec0890a2de3,C4-WST-03-Med_at_Vestry_St,40.723031,-74.01141,Manhattan,true,https://webcams.nyctmc.org/api/cameras/1572a83a-0a4f-4a7b-84a0-fec0890a2de3/image
2fe54994-17f6-499d-a3ab-8c6dc9dbda9e,Atlantic Ave @ Bedford Ave,40.678742,-73.953032,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/2fe54994-17f6-499d-a3ab-8c6dc9dbda9e/image
1817f0b6-148f-4105-a5d6-2a53079aad39,C5-CVE-01-SB_at_Union_Turnpike,40.732235,-73.765665,Queens,true,https://webcams.nyctmc.org/api/cameras/1817f0b6-148f-4105-a5d6-2a53079aad39/image
41397b64-d035-4b41-a03e-170fe4103d89,Park Ave @ 79 St,40.775652,-73.96035,Manhattan,true,https://webcams.nyctmc.org/api/cameras/41397b64-d035-4b41-a03e-170fe4103d89/image
cc6c54fa-43fb-4484-a598-20feea2adb89,Queens Blvd @ 36 St,40.744584,-73.928866,Queens,true,https://webcams.nyctmc.org/api/cameras/cc6c54fa-43fb-4484-a598-20feea2adb89/image
15ccea84-99db-4e7d-8ce4-2dc93c7d23a0,Cross Bay Blvd @ 6 Rd,40.609628,-73.819118,Queens,true,https://webcams.nyctmc.org/api/cameras/15ccea84-99db-4e7d-8ce4-2dc93c7d23a0/image
699cc803-c1db-4307-becf-9604a45c7c5c,McGuinness Blvd @ Bayard St,40.720839,-73.944951,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/699cc803-c1db-4307-becf-9604a45c7c5c/image
41610046-fbab-40be-b824-4afa48119bec,C2-BQE-28-WB_at_Manhattan_Ave-Ex33,40.718992,-73.946421,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/41610046-fbab-40be-b824-4afa48119bec/image
39b42007-16d8-4302-8b8c-602bbb9e9683,Northern Blvd @ 114 St,40.758271,-73.855567,Queens,true,https://webcams.nyctmc.org/api/cameras/39b42007-16d8-4302-8b8c-602bbb9e9683/image
1947a3e4-0279-4804-8e18-1ae3d5e13aca,C5-BQE-31A_W_at_56th Rd,40.72909457,-73.92731605,Queens,true,https://webcams.nyctmc.org/api/cameras/1947a3e4-0279-4804-8e18-1ae3d5e13aca/image
3095997f-dd41-4e71-a810-9290576c17a6,12 Ave @ 57 St,40.7715319506809,-73.9942101957323,Manhattan,true,https://webcams.nyctmc.org/api/cameras/3095997f-dd41-4e71-a810-9290576c17a6/image
f9e26c16-1cd9-495d-a988-bd80666c28bb,WBB - NOR - 3 @  Kent Ave North,40.712439,-73.967805,Manhattan,true,https://webcams.nyctmc.org/api/cameras/f9e26c16-1cd9-495d-a988-bd80666c28bb/image
33ea5ed1-0d62-4f44-9fda-fda5c2327eed,Main St @ Sanford Ave,40.756669,-73.828794,Queens,true,https://webcams.nyctmc.org/api/cameras/33ea5ed1-0d62-4f44-9fda-fda5c2327eed/image
c3cda16b-e979-48bd-8672-4098194d2dbe,Madison Ave @ 96 St,40.786455,-73.953996,Manhattan,true,https://webcams.nyctmc.org/api/cameras/c3cda16b-e979-48bd-8672-4098194d2dbe/image
ae2f7e1a-e781-4d24-9434-12f4f4ef4f2b,WBB -17  SOR - 2  @ Delancey St/FDR,40.714868,-73.976559,Manhattan,true,https://webcams.nyctmc.org/api/cameras/ae2f7e1a-e781-4d24-9434-12f4f4ef4f2b/image
260fc63c-773a-45e3-a04b-9f05c3184a44,Belt Pkwy @ Bay 8th St,40.603775,-74.019009,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/260fc63c-773a-45e3-a04b-9f05c3184a44/image
1d839733-c963-44bc-9da4-f02ba20ca307,Woodhaven Blvd @ Rockaway Blvd,40.681271,-73.844625,Queens,true,https://webcams.nyctmc.org/api/cameras/1d839733-c963-44bc-9da4-f02ba20ca307/image
08328372-55a2-448a-b180-9b4bce0b8d9e,Broadway @ Morris St,40.70589,-74.0133,Manhattan,true,https://webcams.nyctmc.org/api/cameras/08328372-55a2-448a-b180-9b4bce0b8d9e/image
2e70dd1f-b21f-4215-bc22-237a1d79eb71,C3-KWV-02-NB_at_Bloomngdale_Rd-Ex2,40.52806,-74.216696,Staten Island,true,https://webcams.nyctmc.org/api/cameras/2e70dd1f-b21f-4215-bc22-237a1d79eb71/image
21fc45fc-30fb-4d6a-ae1b-7d2d2730dfca,Cross Bay Blvd @ 107 Ave,40.678784,-73.844359,Queens,true,https://webcams.nyctmc.org/api/cameras/21fc45fc-30fb-4d6a-ae1b-7d2d2730dfca/image
353368c2-7307-4923-a86b-5d7e6e0d0e6a,C3-SIE-04-WB_at_Lambert_St_Ex6,40.618041,-74.161434,Staten Island,true,https://webcams.nyctmc.org/api/cameras/353368c2-7307-4923-a86b-5d7e6e0d0e6a/image
2e43a9d0-1df8-4a38-ae20-2e0f359bb55d,Flatbush Ave @ Empire Blvd,40.663093,-73.96236,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/2e43a9d0-1df8-4a38-ae20-2e0f359bb55d/image
29aaea67-bf67-4d6f-b572-f810f48f5b48,Drumgoogle Rd E @ Vernon Ave,40.531918,-74.199575,Staten Island,false,https://webcams.nyctmc.org/api/cameras/29aaea67-bf67-4d6f-b572-f810f48f5b48/image
01ffcaef-7c54-4f16-8668-bce6efbcfcb1,Hylan Ave @ Page Ave,40.507726,-74.230003,Staten Island,true,https://webcams.nyctmc.org/api/cameras/01ffcaef-7c54-4f16-8668-bce6efbcfcb1/image
20503e73-1829-4275-a645-5be6a02fd7cd,Belt Pkwy @ 158 Ave,40.659301,-73.854457,Queens,true,https://webcams.nyctmc.org/api/cameras/20503e73-1829-4275-a645-5be6a02fd7cd/image
38a24ab1-f962-4acd-b8b4-8f043b149865,Henry Hudson Pkwy @ 79 St ,40.787258,-73.983152,Manhattan,true,https://webcams.nyctmc.org/api/cameras/38a24ab1-f962-4acd-b8b4-8f043b149865/image
243e945a-b872-4bac-9898-94ce8963ef44,Flatbush Ave @ DeKalb Ave,40.689993,-73.98163,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/243e945a-b872-4bac-9898-94ce8963ef44/image
421960d6-54a8-4f12-a5ee-7a07390def4c,MADISON @ 57 ST,40.7622962700164,-73.9723570534941,Manhattan,true,https://webcams.nyctmc.org/api/cameras/421960d6-54a8-4f12-a5ee-7a07390def4c/image
4334f995-5cae-4725-b7d2-ccaf72447237,Washington St @ Prospect St,40.700743,-73.989736,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/4334f995-5cae-4725-b7d2-ccaf72447237/image
154a987b-7f71-4c09-a932-f256d085a34a,GCP @ 214 St,40.726934,-73.75371,Queens,true,https://webcams.nyctmc.org/api/cameras/154a987b-7f71-4c09-a932-f256d085a34a/image
ba4a1b3a-6e33-4742-a471-18f204f488ef,Metropolitan Ave @ Union Ave,40.714059,-73.951635,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/ba4a1b3a-6e33-4742-a471-18f204f488ef/image
d4add2b5-0a3c-43dd-ad8f-edc72b9ab2e5,WBB-8 NIR Bklyn Anch./Kent Av,40.7120848,-73.9670222,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/d4add2b5-0a3c-43dd-ad8f-edc72b9ab2e5/image
09cc9eed-0732-4199-a6ca-b3d0bbbad860,C1-MDE-06-NB_at_Macombs_Dam_Br-Ex5,40.828221,-73.930969,Bronx,true,https://webcams.nyctmc.org/api/cameras/09cc9eed-0732-4199-a6ca-b3d0bbbad860/image
13064b49-6f97-43a2-9cf8-947767afaa12,C5-BQE-42-WB_at_30th_Ave-Ex43,40.759356,-73.901707,Queens,true,https://webcams.nyctmc.org/api/cameras/13064b49-6f97-43a2-9cf8-947767afaa12/image
2b06cd6d-e698-4c1a-b306-6827fb19ced7,BQE @ BELT PKWY Ramp & 60 St,40.641938,-74.020277,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/2b06cd6d-e698-4c1a-b306-6827fb19ced7/image
d23ec5fd-f956-4283-975a-623514b001a3,C1-CBE-05_S_SB_at_Walton_Ave-Ex2A,40.845346,-73.911976,Bronx,true,https://webcams.nyctmc.org/api/cameras/d23ec5fd-f956-4283-975a-623514b001a3/image
e029a178-4289-4914-bf64-109d43b0ae35,BB-27 South-West Manhattan Tower,40.707228,-73.998439,Manhattan,true,https://webcams.nyctmc.org/api/cameras/e029a178-4289-4914-bf64-109d43b0ae35/image
138a0bcb-15af-46a4-baf0-8724016c73fa,GCP @ Astoria Blvd @ 49 St,40.7670031362413,-73.9011914460327,Queens,true,https://webcams.nyctmc.org/api/cameras/138a0bcb-15af-46a4-baf0-8724016c73fa/image
195870e2-8714-45c6-86ba-8ae079ef738c,McGuinness Blvd @ Green St,40.734007,-73.952283,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/195870e2-8714-45c6-86ba-8ae079ef738c/image
1dc7794b-62bb-4cb7-93ee-df87e5ac671d,Clearview Expy @ 50 Ave,40.751323,-73.775287,Queens,true,https://webcams.nyctmc.org/api/cameras/1dc7794b-62bb-4cb7-93ee-df87e5ac671d/image
5adef8a1-5ad0-4a73-8d87-e1e545ba8cbb,FDR Dr @ 73 St,40.766599,-73.950845,Manhattan,true,https://webcams.nyctmc.org/api/cameras/5adef8a1-5ad0-4a73-8d87-e1e545ba8cbb/image
053afe02-e1b3-4bea-9995-787e72c7fff4,Atlantic Ave @ Barclays Center,40.683572,-73.976083,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/053afe02-e1b3-4bea-9995-787e72c7fff4/image
dd80055d-ae29-469e-bce5-bf62228a3178,WBB - 16 SOR-4 @ Kent Ave South,40.712203,-73.967885,Manhattan,true,https://webcams.nyctmc.org/api/cameras/dd80055d-ae29-469e-bce5-bf62228a3178/image
67ef8775-026c-4152-8a81-c7251e0677ca,Northern Blvd @ 161 St,40.762638,-73.804617,Queens,true,https://webcams.nyctmc.org/api/cameras/67ef8775-026c-4152-8a81-c7251e0677ca/image
76ce9adc-f73d-46b7-9ca7-fe6d7521b603,Queens Plaza North @ 2811 (Westside),40.750267,-73.938607,Queens,true,https://webcams.nyctmc.org/api/cameras/76ce9adc-f73d-46b7-9ca7-fe6d7521b603/image
dfc5bbff-683c-483d-bed5-8ff2b7c4781b,Harlem River Dr @ 150 St,40.824074,-73.934464,Manhattan,true,https://webcams.nyctmc.org/api/cameras/dfc5bbff-683c-483d-bed5-8ff2b7c4781b/image
e08c24be-e2fe-4d83-bc08-bf88cdebdd63,Webster Ave @ E 180 St,40.851889,-73.898344,Bronx,true,https://webcams.nyctmc.org/api/cameras/e08c24be-e2fe-4d83-bc08-bf88cdebdd63/image
5c4582a7-6492-41ac-9bac-fa872878117b,West st and Fulton,40.71303,-74.014039,Manhattan,true,https://webcams.nyctmc.org/api/cameras/5c4582a7-6492-41ac-9bac-fa872878117b/image
8df73045-61fd-4394-b21a-dfa3f440d6e7,C3-MLK-01-SB_at_Watchogue_Rd-Ex10,40.618503,-74.151462,Staten Island,true,https://webcams.nyctmc.org/api/cameras/8df73045-61fd-4394-b21a-dfa3f440d6e7/image
9955d671-39ad-4fb7-b63e-4e78cf6ac157,Flatbush Ave and 4 Ave,40.6838924508798,-73.9779424667358,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/9955d671-39ad-4fb7-b63e-4e78cf6ac157/image
f1912436-d91e-407e-b4a3-d163090f226f,Prospect St @ Old Fulton St -156.63,40.700815,-73.99039,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/f1912436-d91e-407e-b4a3-d163090f226f/image
6728d273-d20b-44b7-868a-d54c00e50fab,Amsterdam @ 178 St,40.846142,-73.932426,Manhattan,true,https://webcams.nyctmc.org/api/cameras/6728d273-d20b-44b7-868a-d54c00e50fab/image
9d86d84c-6d3a-45a6-a8ad-fb5ab52f2b52,E 57 St @ QBB,40.7589949664454,-73.9644856628626,Manhattan,true,https://webcams.nyctmc.org/api/cameras/9d86d84c-6d3a-45a6-a8ad-fb5ab52f2b52/image
04e09ed5-2d97-4e29-8438-b87748850dbb,Columbus Ave @ 65 St,40.7721568767076,-73.9817190170288,Manhattan,true,https://webcams.nyctmc.org/api/cameras/04e09ed5-2d97-4e29-8438-b87748850dbb/image
2d1ed99a-c3d3-4616-a0d6-a9fe16f3e48c,SIE @ Clove Rd,40.610941,-74.098029,Staten Island,true,https://webcams.nyctmc.org/api/cameras/2d1ed99a-c3d3-4616-a0d6-a9fe16f3e48c/image
04ffc69c-92a7-4c02-aa18-2b16e7ba81f2,FDR Dr @ 36 St,40.744441,-73.971242,Manhattan,true,https://webcams.nyctmc.org/api/cameras/04ffc69c-92a7-4c02-aa18-2b16e7ba81f2/image
07b8616e-373e-4ec9-89cc-11cad7d59fcb,Worth St @ Centre St,40.715157,-74.00213,Manhattan,true,https://webcams.nyctmc.org/api/cameras/07b8616e-373e-4ec9-89cc-11cad7d59fcb/image
330e2a88-3cea-4ce5-b1a2-ae8440de9b1a,1 Ave @ 84 St,40.7755,-73.9502,Manhattan,true,https://webcams.nyctmc.org/api/cameras/330e2a88-3cea-4ce5-b1a2-ae8440de9b1a/image
34af619f-c745-4f09-a81c-e3635dd764c6,Richmond Ave @ Forest Ave,40.625094,-74.148789,Staten Island,true,https://webcams.nyctmc.org/api/cameras/34af619f-c745-4f09-a81c-e3635dd764c6/image
a21b30f6-e6ca-459d-ac5c-689e8cbc0d72,FDR @ 120 St,40.796969,-73.929317,Manhattan,true,https://webcams.nyctmc.org/api/cameras/a21b30f6-e6ca-459d-ac5c-689e8cbc0d72/image
86d418ab-10bc-4b73-a283-153abffabb0f,West st and West Thames (Battery tunnel),40.70769,-74.01565,Manhattan,true,https://webcams.nyctmc.org/api/cameras/86d418ab-10bc-4b73-a283-153abffabb0f/image
1e88b34b-2058-402e-9a3d-aca1c57696bf,GCP @ 31 ST,40.7701093245849,-73.9171314239502,Queens,true,https://webcams.nyctmc.org/api/cameras/1e88b34b-2058-402e-9a3d-aca1c57696bf/image
156b0613-239a-4e77-aa0e-0a4becfc0b05,Lenox Ave @ 125 St,40.80798,-73.945472,Manhattan,true,https://webcams.nyctmc.org/api/cameras/156b0613-239a-4e77-aa0e-0a4becfc0b05/image
ccd1abb9-0683-4d93-a62f-b2b121612d28,9 Ave @ 42 St,40.7584430039686,-73.9926394975013,Manhattan,true,https://webcams.nyctmc.org/api/cameras/ccd1abb9-0683-4d93-a62f-b2b121612d28/image
6a841f4c-93ef-4f51-b38d-80e70053ff8d, WEBSTER AVE @ NEREID AVE,40.9011,-73.8616,Bronx,true,https://webcams.nyctmc.org/api/cameras/6a841f4c-93ef-4f51-b38d-80e70053ff8d/image
2f504422-66f8-4ddc-805f-8744279a1a6e,Northern Blvd @ 68 St,40.7536616174888,-73.8985919952392,Queens,true,https://webcams.nyctmc.org/api/cameras/2f504422-66f8-4ddc-805f-8744279a1a6e/image
06ea08ec-5cd8-4bd6-9535-502acf651abc,5 Ave @ 86 St,40.781556,-73.960389,Manhattan,true,https://webcams.nyctmc.org/api/cameras/06ea08ec-5cd8-4bd6-9535-502acf651abc/image
351d3d12-fd9e-4e4c-b279-cd8f3f1f194c,C1-MDE-01-Cntr_at_E.135th_St-Ex1,40.803545,-73.916135,Bronx,true,https://webcams.nyctmc.org/api/cameras/351d3d12-fd9e-4e4c-b279-cd8f3f1f194c/image
36672d97-80d3-48f0-b3c4-6e6125069b90,Riverside Dr @ 79 St,40.784922,-73.982865,Manhattan,true,https://webcams.nyctmc.org/api/cameras/36672d97-80d3-48f0-b3c4-6e6125069b90/image
60fbce69-38fa-42b2-9ae8-41aea66abddf,Sands St @ Brooklyn Bridge Ent,40.699961,-73.986828,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/60fbce69-38fa-42b2-9ae8-41aea66abddf/image
23994d9e-7e59-4808-8d47-405f779d19cf,1 Ave @ 14 St,40.731361,-73.982486,Manhattan,true,https://webcams.nyctmc.org/api/cameras/23994d9e-7e59-4808-8d47-405f779d19cf/image
1fe143ba-7133-422f-b594-d6712559c523,2 Ave @ 125 St,40.8019529918652,-73.9333963394165,Manhattan,true,https://webcams.nyctmc.org/api/cameras/1fe143ba-7133-422f-b594-d6712559c523/image
83404149-7deb-43ee-81b5-66fe804c0feb,BB-63 North Rdwy@ Bklyn Twr East,40.703912,-73.994062,Brooklyn,true,https://webcams.nyctmc.org/api/cameras/83404149-7deb-43ee-81b5-66fe804c0feb/image
60982889-171e-4208-ae1d-8f179f91231e,Queens Blvd E/B @ 43 St,40.743316,-73.921505,Queens,true,https://webcams.nyctmc.org/api/cameras/60982889-171e-4208-ae1d-8f179f91231e/image
